Country,Type,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,g1971,g1972,g1973,g1974,g1975,g1976,g1977,g1978,g1979,g1980,g1981,g1982,g1983,g1984,g1985,g1986,g1987,g1988,g1989,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014,g2015,g2016,g2017,g2018,g2019,g2020,g2021,g2022,g2023,g2024,g2025,g2026,g2027,g2028,g2029,g2030,g2031,g2032,g2033
Slovakia,C,,,,6180.92,6310.97,6440.65,6572.00,6706.13,6845.17,6990.16,7143.37,7294.19,7468.61,7649.09,7840.68,8066.78,8358.30,8519.04,8644.70,8713.39,8037.70,6841.61,6652.16,6752.30,7142.22,7536.55,8018.12,8477.76,8811.50,8793.19,8888.22,9173.46,9585.88,10111.88,10642.48,11343.00,12303.49,13630.46,14379.75,13582.62,14344.33,14735.56,14999.26,15092.70,15502.30,16245.50,16588.08,17093.81,17762.85,18194.76,17589.52,18132.19,18451.11,18526.91,19018.37,19800.93,20407.98,21001.00,21569.16,22109.47,22619.01,23163.50,23721.10,24292.12,,,,2.10,2.05,2.04,2.04,2.07,2.12,2.19,2.11,2.39,2.42,2.50,2.88,3.61,1.92,1.47,.79,-7.75,-14.88,-2.77,1.51,5.77,5.52,6.39,5.73,3.94,-.21,1.08,3.21,4.50,5.49,5.25,6.58,8.47,10.79,5.50,-5.54,5.61,2.73,1.79,.62,2.71,4.79,2.11,3.05,3.91,2.43,-3.33,3.09,1.76,.41,2.65,4.11,3.07,2.91,2.71,2.51,2.30,2.41,2.41,2.41
Slovenia,C,7081.95,7258.16,7443.40,7633.68,7824.71,8025.41,8214.21,8407.83,8606.40,8805.22,8779.68,9020.44,9189.52,9386.47,9585.65,9790.19,9999.42,10235.89,10466.91,10711.78,13654.88,12388.13,11712.86,12041.59,12676.07,13184.90,13576.01,14231.92,14704.53,15497.57,16053.98,16553.24,17122.36,17620.70,18376.87,19041.26,20071.93,21354.41,21901.99,20069.64,20252.35,20385.12,19806.14,19576.13,20098.59,20527.59,21155.78,22167.79,23073.45,23633.19,22470.50,24334.79,25733.60,26044.38,26651.65,27255.97,27894.53,28536.74,29223.00,29925.76,30645.41,31443.79,32262.97,33103.49,2.49,2.55,2.56,2.50,2.57,2.35,2.36,2.36,2.31,-.29,2.74,1.87,2.14,2.12,2.13,2.14,2.36,2.26,2.34,27.48,-9.28,-5.45,2.81,5.27,4.01,2.97,4.83,3.32,5.39,3.59,3.11,3.44,2.91,4.29,3.62,5.41,6.39,2.56,-8.37,.91,.66,-2.84,-1.16,2.67,2.13,3.06,4.78,4.09,2.43,-4.92,8.30,5.75,1.21,2.33,2.27,2.34,2.30,2.40,2.40,2.40,2.61,2.61,2.61
Other Europe,G,18709.36,19305.55,19811.90,20318.55,20589.48,19733.41,19807.03,20271.43,20445.05,20921.49,21792.83,22005.27,21735.29,21966.79,22678.90,23476.11,23955.20,24229.86,24576.85,25784.02,26045.95,25842.19,25882.09,25970.40,26648.68,27130.36,27707.93,28626.33,29449.21,29793.35,30853.75,31407.31,31639.16,31775.24,32822.40,33808.91,34961.73,36258.42,36783.45,35877.75,36468.01,36853.23,37247.88,37718.04,38379.36,38884.96,39412.46,40098.33,40932.14,41311.43,40256.30,41956.62,42987.73,43351.11,43888.64,44527.58,45201.13,45874.84,46561.99,47225.60,47891.15,48557.71,49234.08,49920.45,3.19,2.62,2.56,1.33,-4.16,.37,2.34,.86,2.33,4.16,.97,-1.23,1.07,3.24,3.52,2.04,1.15,1.43,4.91,1.02,-.78,.15,.34,2.61,1.81,2.13,3.31,2.87,1.17,3.56,1.79,.74,.43,3.30,3.01,3.41,3.71,1.45,-2.46,1.65,1.06,1.07,1.26,1.75,1.32,1.36,1.74,2.08,.93,-2.55,4.22,2.46,.85,1.24,1.46,1.51,1.49,1.50,1.43,1.41,1.39,1.39,1.39
Other Western Europe,G,42080.82,43549.57,44786.47,46022.42,46785.13,44980.99,45485.91,46843.00,47387.91,48690.75,50695.34,51247.72,50548.75,51129.06,52948.50,54960.90,56113.45,56731.33,57480.88,58909.50,60243.67,59895.46,59994.54,60034.74,61114.16,61814.08,62886.44,64828.58,66464.80,67353.48,69443.33,70212.84,70291.38,70193.00,72135.65,73884.88,75952.52,78155.30,78445.56,75921.37,76676.05,76921.35,77319.53,77742.16,78734.74,79275.91,79825.46,80774.15,81932.52,82137.70,79610.05,82315.45,83840.09,84066.09,84592.04,85264.32,85967.20,86677.34,87396.59,88059.55,88698.41,89346.11,89998.95,90656.98,3.49,2.84,2.76,1.66,-3.86,1.12,2.98,1.16,2.75,4.12,1.09,-1.36,1.15,3.56,3.80,2.10,1.10,1.32,2.49,2.26,-.58,.17,.07,1.80,1.15,1.73,3.09,2.52,1.34,3.10,1.11,.11,-.14,2.77,2.42,2.80,2.90,.37,-3.22,.99,.32,.52,.55,1.28,.69,.69,1.19,1.43,.25,-3.08,3.40,1.85,.27,.63,.79,.82,.83,.83,.76,.73,.73,.73,.73
Iceland,C,17987.75,20140.93,21059.84,22166.00,23108.75,22969.31,24105.74,26032.55,27381.12,28437.02,29753.66,30667.54,30900.67,29847.66,30761.26,31523.44,33280.10,35876.61,35097.22,34789.61,34923.80,34559.19,33112.01,33257.00,33834.94,33690.53,35038.46,36757.46,38962.18,40057.91,41455.23,42501.80,42397.86,43049.79,46103.95,48258.82,49615.41,52910.61,52966.27,49207.63,47595.98,48350.42,48720.40,50230.92,50631.76,52389.75,55203.03,57054.50,58579.23,59071.26,54236.67,56034.09,59083.32,60483.29,61060.89,61959.73,62943.85,63942.96,65022.43,66120.13,67303.20,68574.33,69869.47,71189.07,11.97,4.56,5.25,4.25,-.60,4.95,7.99,5.18,3.86,4.63,3.07,.76,-3.41,3.06,2.48,5.57,7.80,-2.17,-.88,.39,-1.04,-4.19,.44,1.74,-.43,4.00,4.91,6.00,2.81,3.49,2.52,-.24,1.54,7.09,4.67,2.81,6.64,.11,-7.10,-3.28,1.59,.77,3.10,.80,3.47,5.37,3.35,2.67,.84,-8.18,3.31,5.44,2.37,.95,1.47,1.59,1.59,1.69,1.69,1.79,1.89,1.89,1.89
Norway,C,26619.80,27944.90,29210.28,30321.51,31316.16,32686.09,34428.33,35709.56,36949.96,38434.47,40059.98,40560.45,40506.86,41976.92,44392.13,46718.31,48441.39,49060.56,48672.73,48975.46,49735.18,51032.05,52552.49,53726.81,56121.79,58152.71,60767.45,63624.50,64895.89,65747.41,67416.23,68467.56,69084.34,69305.44,71631.20,73011.75,74162.70,75595.54,75013.89,72794.18,72396.24,72161.52,73141.87,72961.31,73499.23,74083.06,74059.63,75002.68,75236.49,75418.26,73402.84,75728.13,77527.27,77978.30,78557.91,79552.71,80462.76,81421.60,82391.87,83210.06,83953.74,84704.82,85462.62,86227.20,4.98,4.53,3.80,3.28,4.37,5.33,3.72,3.47,4.02,4.23,1.25,-.13,3.63,5.75,5.24,3.69,1.28,-.79,.62,1.55,2.61,2.98,2.23,4.46,3.62,4.50,4.70,2.00,1.31,2.54,1.56,.90,.32,3.36,1.93,1.58,1.93,-.77,-2.96,-.55,-.32,1.36,-.25,.74,.79,-.03,1.27,.31,.24,-2.67,3.17,2.38,.58,.74,1.27,1.14,1.19,1.19,.99,.89,.89,.89,.89
Switzerland,C,52431.20,53911.69,55132.11,56463.41,57117.31,53424.61,53258.45,54700.45,54784.20,55987.61,58248.73,58805.12,57646.41,57715.00,59184.88,61034.32,61791.34,62323.47,63839.68,66011.48,67699.86,66289.71,65545.80,64875.58,65173.76,65092.05,65219.93,66622.13,68472.57,69388.27,71775.55,72369.84,72128.11,71806.00,73473.12,75447.85,78137.99,80801.21,81658.75,78990.75,80560.19,81086.48,81122.88,81896.72,83220.94,83704.32,84548.14,85480.71,87237.95,87460.49,84707.32,87708.04,88999.20,89037.46,89534.05,89992.73,90554.25,91094.33,91637.64,92184.19,92733.99,93287.08,93843.46,94403.16,2.82,2.26,2.41,1.16,-6.47,-.31,2.71,.15,2.20,4.04,.96,-1.97,.12,2.55,3.12,1.24,.86,2.43,3.40,2.56,-2.08,-1.12,-1.02,.46,-.13,.20,2.15,2.78,1.34,3.44,.83,-.33,-.45,2.32,2.69,3.57,3.41,1.06,-3.27,1.99,.65,.04,.95,1.62,.58,1.01,1.10,2.06,.26,-3.15,3.54,1.47,.04,.56,.51,.62,.60,.60,.60,.60,.60,.60,.60
Other Central Europe,G,2236.52,2266.50,2301.07,2340.79,2378.07,2416.00,2455.03,2494.57,2537.25,2580.25,2637.31,2689.27,2737.39,2782.49,2821.54,2870.46,2933.72,2978.94,3024.19,4044.59,3508.86,3091.63,2441.47,1954.71,1983.56,2118.34,2377.01,2554.58,2709.16,2658.98,2815.46,2969.73,3129.92,3263.67,3504.12,3722.72,3928.67,4185.07,4439.66,4373.50,4445.28,4536.94,4527.72,4647.98,4659.74,4777.50,4939.09,5055.68,5266.13,5458.81,5346.17,5763.51,5956.31,6072.02,6256.20,6499.76,6780.25,7057.80,7337.06,7620.53,7911.38,8207.71,8515.31,8834.64,1.34,1.53,1.73,1.59,1.60,1.62,1.61,1.71,1.69,2.21,1.97,1.79,1.65,1.40,1.73,2.20,1.54,1.52,33.74,-13.25,-11.89,-21.03,-19.94,1.48,6.79,12.21,7.47,6.05,-1.85,5.88,5.48,5.39,4.27,7.37,6.24,5.53,6.53,6.08,-1.49,1.64,2.06,-.20,2.66,.25,2.53,3.38,2.36,4.16,3.66,-2.06,7.81,3.35,1.94,3.03,3.89,4.32,4.09,3.96,3.86,3.82,3.75,3.75,3.75
Albania,C,1498.20,1521.38,1544.11,1583.67,1609.92,1638.07,1666.79,1693.22,1728.62,1759.80,1740.98,1805.29,1821.20,1804.19,1745.51,1740.12,1802.41,1753.39,1694.59,1826.94,1626.99,1194.92,1148.40,1260.53,1345.50,1502.06,1615.51,1429.36,1561.69,1777.07,1918.01,2097.17,2213.59,2357.59,2507.11,2664.22,2839.01,3023.07,3257.92,3368.85,3488.57,3568.14,3608.85,3634.67,3688.38,3758.93,3871.63,4006.44,4157.20,4237.37,4086.82,4440.16,4644.78,4755.90,4904.18,5092.92,5306.12,5486.35,5639.97,5786.61,5931.42,6079.85,6232.00,6387.96,1.55,1.49,2.56,1.66,1.75,1.75,1.59,2.09,1.80,-1.07,3.69,.88,-.93,-3.25,-.31,3.58,-2.72,-3.35,7.81,-10.94,-26.56,-3.89,9.76,6.74,11.64,7.55,-11.52,9.26,13.79,7.93,9.34,5.55,6.51,6.34,6.27,6.56,6.48,7.77,3.40,3.55,2.28,1.14,.72,1.48,1.91,3.00,3.48,3.76,1.93,-3.55,8.65,4.61,2.39,3.12,3.85,4.19,3.40,2.80,2.60,2.50,2.50,2.50,2.50
Bosnia and Herzegovina,C,388.08,393.91,399.93,406.65,413.57,420.47,427.78,435.29,443.43,452.12,476.24,486.10,498.03,510.59,523.55,536.90,550.83,565.29,580.21,595.89,819.04,740.16,725.94,768.27,670.46,830.08,1563.02,2082.05,2385.89,2548.10,2625.89,2729.35,2870.79,2973.11,3126.68,3386.40,3568.64,3780.10,3988.20,3870.45,3902.19,3940.21,3915.73,4011.48,4061.81,4192.22,4329.85,4428.56,4600.95,4728.39,4581.71,4918.43,5124.63,5229.85,5381.54,5568.93,5774.18,5988.47,6210.71,6441.20,6686.95,6935.36,7193.00,7460.21,1.50,1.53,1.68,1.70,1.67,1.74,1.76,1.87,1.96,5.34,2.07,2.46,2.52,2.54,2.55,2.59,2.62,2.64,2.70,37.45,-9.63,-1.92,5.83,-12.73,23.81,88.30,33.21,14.59,6.80,3.05,3.94,5.18,3.56,5.17,8.31,5.38,5.93,5.51,-2.95,.82,.97,-.62,2.45,1.25,3.21,3.28,2.28,3.89,2.77,-3.10,7.35,4.19,2.05,2.90,3.48,3.69,3.71,3.71,3.71,3.82,3.71,3.71,3.71
"Macedonia, North",C,3070.05,3090.14,3111.08,3132.87,3153.67,3175.33,3197.52,3222.45,3251.86,3278.65,3301.13,3338.50,3377.33,3431.86,3490.74,3547.61,3608.39,3670.73,3740.52,3808.48,3918.50,3664.20,3384.41,3085.56,3003.94,2941.55,2950.66,2972.40,3056.48,3172.85,3297.99,3177.85,3210.84,3270.97,3413.25,3565.29,3740.37,3974.31,4183.61,4159.49,4287.90,4377.77,4348.83,4465.56,4615.61,4781.00,4905.29,4947.80,5072.56,5243.77,4951.26,5217.01,5322.32,5374.62,5530.13,5701.93,5869.73,6039.78,6214.93,6388.95,6561.45,6738.61,6920.55,7107.41,.65,.68,.70,.66,.69,.70,.78,.91,.82,.69,1.13,1.16,1.61,1.72,1.63,1.71,1.73,1.90,1.82,2.89,-6.49,-7.64,-8.83,-2.65,-2.08,.31,.74,2.83,3.81,3.94,-3.64,1.04,1.87,4.35,4.45,4.91,6.25,5.27,-.58,3.09,2.10,-.66,2.68,3.36,3.58,2.60,.87,2.52,3.38,-5.58,5.37,2.02,.98,2.89,3.11,2.94,2.90,2.90,2.80,2.70,2.70,2.70,2.70
Serbia,C,3219.47,3275.74,3345.50,3416.79,3489.64,3564.09,3640.17,3717.92,3797.38,3878.59,3961.57,4046.39,4136.04,4227.91,4322.17,4419.27,4520.79,4627.10,4737.81,6919.13,5685.79,5045.03,3644.05,2537.13,2604.77,2756.30,2922.69,3139.04,3251.73,2944.57,3155.05,3397.08,3615.77,3778.97,4127.08,4367.15,4606.24,4921.95,5223.61,5104.70,5166.17,5296.09,5284.54,5462.62,5400.58,5521.76,5732.46,5877.63,6164.95,6453.75,6438.46,6985.49,7203.58,7355.99,7591.88,7922.88,8320.81,8722.62,9135.06,9557.81,9990.51,10432.74,10894.55,11376.81,1.75,2.13,2.13,2.13,2.13,2.13,2.14,2.14,2.14,2.14,2.14,2.22,2.22,2.23,2.25,2.30,2.35,2.39,46.04,-17.83,-11.27,-27.77,-30.38,2.67,5.82,6.04,7.40,3.59,-9.45,7.15,7.67,6.44,4.51,9.21,5.82,5.47,6.85,6.13,-2.28,1.20,2.51,-.22,3.37,-1.14,2.24,3.82,2.53,4.89,4.68,-.24,8.50,3.12,2.12,3.21,4.36,5.02,4.83,4.73,4.63,4.53,4.43,4.43,4.43
Former Soviet Union,G,3159.12,3270.54,3330.93,3510.26,3628.58,3694.33,3855.05,3996.66,4143.51,4244.73,4395.92,4563.33,4817.10,4976.46,5118.00,5157.14,5271.90,5383.23,5613.38,5712.21,5511.92,5161.82,4421.45,4001.46,3455.79,3275.73,3163.43,3211.21,3091.20,3267.50,3577.27,3799.56,4005.09,4317.90,4665.62,4992.96,5436.98,5917.95,6223.83,5820.12,6093.68,6371.71,6609.30,6761.42,6835.98,6734.12,6766.67,6915.53,7110.37,7252.09,7064.08,7442.71,7300.45,7347.16,7523.39,7714.72,7883.19,8060.32,8242.41,8432.56,8629.98,8830.76,9037.52,9250.51,3.53,1.85,5.38,3.37,1.81,4.35,3.67,3.67,2.44,3.56,3.81,5.56,3.31,2.84,.76,2.23,2.11,4.28,1.76,-3.51,-6.35,-14.34,-9.50,-13.64,-5.21,-3.43,1.51,-3.74,5.70,9.48,6.21,5.41,7.81,8.05,7.02,8.89,8.85,5.17,-6.49,4.70,4.56,3.73,2.30,1.10,-1.49,.48,2.20,2.82,1.99,-2.59,5.36,-1.91,.64,2.40,2.54,2.18,2.25,2.26,2.31,2.34,2.33,2.34,2.36
Russia,C,4035.65,4222.13,4315.11,4620.49,4812.21,4905.00,5169.86,5396.92,5631.76,5782.01,6027.29,6307.71,6745.38,7007.79,7237.42,7287.12,7481.42,7586.60,7961.98,8126.20,7849.33,7436.79,6349.92,5797.74,5064.44,4850.15,4673.08,4745.64,4500.75,4803.58,5307.11,5605.22,5901.10,6366.55,6859.88,7333.56,7967.37,8662.47,9115.99,8400.92,8774.93,9152.34,9521.16,9689.47,9762.88,9573.41,9596.56,9779.30,10037.52,10185.53,9931.24,10508.52,10312.68,10278.80,10453.94,10643.02,10795.97,10969.23,11156.27,11357.68,11574.13,11794.70,12019.47,12248.53,4.62,2.20,7.08,4.15,1.93,5.40,4.39,4.35,2.67,4.24,4.65,6.94,3.89,3.28,.69,2.67,1.41,4.95,2.06,-3.41,-5.26,-14.61,-8.70,-12.65,-4.23,-3.65,1.55,-5.16,6.73,10.48,5.62,5.28,7.89,7.75,6.91,8.64,8.72,5.24,-7.84,4.45,4.30,4.03,1.77,.76,-1.94,.24,1.90,2.64,1.47,-2.50,5.81,-1.86,-.33,1.70,1.81,1.44,1.60,1.71,1.81,1.91,1.91,1.91,1.91
Ukraine,C,1909.89,1952.36,1996.42,2043.68,2093.47,2145.15,2199.82,2257.76,2318.71,2381.21,2444.47,2510.59,2579.93,2650.49,2721.90,2796.45,2874.42,3024.11,3089.37,3204.13,2993.80,2736.27,2464.27,2112.97,1636.24,1447.56,1313.94,1285.70,1272.14,1281.14,1369.94,1511.24,1605.33,1772.16,2001.44,2076.33,2245.98,2431.02,2500.57,2141.02,2231.99,2362.48,2373.95,2378.69,2244.82,2048.89,2105.09,2165.75,2243.86,2316.01,2231.52,2316.74,1648.88,1716.64,1891.07,2119.72,2308.70,2505.93,2712.45,2927.81,3151.44,3382.65,3630.82,3897.21,2.22,2.26,2.37,2.44,2.47,2.55,2.63,2.70,2.70,2.66,2.70,2.76,2.73,2.69,2.74,2.79,5.21,2.16,3.71,-6.56,-8.60,-9.94,-14.26,-22.56,-11.53,-9.23,-2.15,-1.06,.71,6.93,10.31,6.23,10.39,12.94,3.74,8.17,8.24,2.86,-14.38,4.25,5.85,.49,.20,-5.63,-8.73,2.74,2.88,3.61,3.22,-3.65,3.82,-28.83,4.11,10.16,12.09,8.92,8.54,8.24,7.94,7.64,7.34,7.34,7.34
Other Former Soviet Union,G,2210.38,2228.20,2247.41,2274.93,2306.96,2340.51,2375.47,2413.48,2454.05,2496.24,2537.08,2569.07,2607.70,2643.93,2681.53,2696.37,2704.69,2821.96,2911.78,2901.21,2871.22,2604.74,2214.24,1996.11,1735.45,1615.10,1631.37,1682.93,1717.70,1778.79,1894.53,2047.30,2180.14,2339.48,2534.57,2783.00,3091.30,3404.41,3611.71,3676.86,3896.30,4107.19,4270.25,4482.75,4654.87,4718.53,4761.27,4910.64,5081.45,5265.10,5143.07,5384.42,5550.66,5706.54,5891.73,6077.08,6264.06,6446.44,6620.48,6793.77,6964.33,7135.40,7311.11,7491.61,.81,.86,1.22,1.41,1.45,1.49,1.60,1.68,1.72,1.64,1.26,1.50,1.39,1.42,.55,.31,4.34,3.18,-.36,-1.03,-9.28,-14.99,-9.85,-13.06,-6.93,1.01,3.16,2.07,3.56,6.51,8.06,6.49,7.31,8.34,9.80,11.08,10.13,6.09,1.80,5.97,5.41,3.97,4.98,3.84,1.37,.91,3.14,3.48,3.61,-2.32,4.69,3.09,2.81,3.25,3.15,3.08,2.91,2.70,2.62,2.51,2.46,2.46,2.47
Armenia,C,1340.41,1348.72,1356.09,1364.04,1374.05,1387.76,1401.71,1414.64,1429.78,1445.98,1461.44,1476.37,1491.02,1506.73,1522.63,1539.58,1558.30,1578.28,1598.86,1735.13,1654.63,1436.63,855.27,822.28,902.05,985.18,1046.36,1083.69,1165.21,1204.50,1277.22,1400.09,1586.51,1812.97,2004.76,2285.36,2589.53,2946.68,3152.19,2709.67,2771.35,2903.89,3115.55,3221.41,3341.17,3452.89,3465.61,3732.94,3936.01,4246.11,3953.66,4192.56,4737.89,5098.27,5388.66,5679.15,5967.25,6279.10,6613.57,6972.49,7357.91,7764.63,8193.83,8646.75,.62,.55,.59,.73,1.00,1.01,.92,1.07,1.13,1.07,1.02,.99,1.05,1.06,1.11,1.22,1.28,1.30,8.52,-4.64,-13.18,-40.47,-3.86,9.70,9.22,6.21,3.57,7.52,3.37,6.04,9.62,13.32,14.27,10.58,14.00,13.31,13.79,6.97,-14.04,2.28,4.78,7.29,3.40,3.72,3.34,.37,7.71,5.44,7.88,-6.89,6.04,13.01,7.61,5.70,5.39,5.07,5.23,5.33,5.43,5.53,5.53,5.53,5.53
Azerbaijan,C,2654.68,2677.38,2703.88,2734.73,2768.14,2805.30,2845.26,2885.04,2924.66,2967.69,3002.13,3034.78,3067.83,3100.76,3131.25,3165.67,3205.00,3244.17,3287.50,3074.99,2743.17,2686.75,2048.05,1550.62,1227.45,1069.38,1071.60,1122.01,1221.56,1299.48,1430.99,1559.89,1694.16,1853.04,2007.16,2542.89,3383.39,4199.77,4595.62,4973.95,5158.99,5026.18,5084.79,5327.72,5422.46,5426.39,5211.14,5172.65,5205.67,5278.15,5017.68,5260.94,5466.06,5539.45,5630.09,5730.04,5835.04,5933.75,6028.21,6118.19,6197.33,6277.57,6358.86,6441.19,.86,.99,1.14,1.22,1.34,1.42,1.40,1.37,1.47,1.16,1.09,1.09,1.07,.98,1.10,1.24,1.22,1.34,-6.46,-10.79,-2.06,-23.77,-24.29,-20.84,-12.88,.21,4.70,8.87,6.38,10.12,9.01,8.61,9.38,8.32,26.69,33.05,24.13,9.43,8.23,3.72,-2.57,1.17,4.78,1.78,.07,-3.97,-.74,.64,1.39,-4.93,4.85,3.90,1.34,1.64,1.78,1.83,1.69,1.59,1.49,1.29,1.29,1.29,1.29
Belarus,C,1774.21,1814.17,1856.46,1899.92,1944.40,1992.57,2044.29,2095.97,2146.51,2198.76,2252.14,2305.29,2360.54,2417.14,2474.53,2533.82,2595.94,2662.11,2730.34,2805.26,2887.38,2851.42,2572.03,2371.32,2096.35,1884.43,1943.72,2174.31,2365.54,2452.80,2602.89,2735.12,2885.99,3104.84,3477.63,3823.62,4224.39,4602.01,5082.52,5100.95,5507.97,5815.38,5924.49,5994.93,6109.75,5887.02,5749.87,5908.95,6109.75,6200.27,6175.26,6333.68,6064.12,5935.76,6024.68,6142.76,6261.75,6393.78,6535.01,6685.92,6847.02,7018.89,7195.06,7375.66,2.25,2.33,2.34,2.34,2.48,2.60,2.53,2.41,2.43,2.43,2.36,2.40,2.40,2.37,2.40,2.45,2.55,2.56,2.74,2.93,-1.25,-9.80,-7.80,-11.60,-10.11,3.15,11.86,8.80,3.69,6.12,5.08,5.52,7.58,12.01,9.95,10.48,8.94,10.44,.36,7.98,5.58,1.88,1.19,1.92,-3.65,-2.33,2.77,3.40,1.48,-.40,2.57,-4.26,-2.12,1.50,1.96,1.94,2.11,2.21,2.31,2.41,2.51,2.51,2.51
Georgia,C,2102.47,2133.00,2172.96,2294.95,2476.88,2642.09,2784.78,2956.79,3158.90,3373.09,3508.52,3673.34,3726.25,3864.04,4049.43,4223.98,3859.33,3893.14,4047.42,3702.02,3135.36,2474.12,1378.28,993.42,911.34,954.40,1077.45,1202.70,1248.67,1292.58,1325.45,1396.55,1478.65,1650.55,1749.06,1897.93,2059.17,2321.25,2377.71,2275.77,2394.79,2553.56,2709.65,2812.39,2940.77,3032.50,3122.65,3274.97,3434.55,3609.94,3363.89,3710.09,4085.84,4286.17,4446.76,4614.07,4721.53,4834.85,4960.68,5094.75,5237.55,5389.59,5546.04,5707.04,1.45,1.87,5.61,7.93,6.67,5.40,6.18,6.84,6.78,4.01,4.70,1.44,3.70,4.80,4.31,-8.63,.88,3.96,-8.53,-15.31,-21.09,-44.29,-27.92,-8.26,4.73,12.89,11.62,3.82,3.52,2.54,5.36,5.88,11.63,5.97,8.51,8.50,12.73,2.43,-4.29,5.23,6.63,6.11,3.79,4.56,3.12,2.97,4.88,4.87,5.11,-6.82,10.29,10.13,4.90,3.75,3.76,2.33,2.40,2.60,2.70,2.80,2.90,2.90,2.90
Kazakhstan,C,4018.68,4075.08,4133.80,4195.78,4258.29,4332.46,4420.44,4509.74,4595.55,4680.05,4761.78,4843.36,4927.83,5015.58,5105.39,5198.78,5295.31,5391.92,5513.16,5650.88,5682.64,5019.50,4735.97,4316.10,3826.45,3571.23,3622.98,3726.84,3704.87,3836.70,4218.67,4773.07,5219.21,5675.73,6179.32,6722.35,7368.04,7937.95,8106.42,8099.76,8578.35,9096.18,9414.46,9858.43,10151.20,10155.16,10153.22,10457.84,10777.58,11156.24,10780.83,11150.60,11427.99,11733.82,12105.29,12465.71,12804.12,13135.04,13448.40,13742.50,14015.72,14280.69,14550.67,14825.76,1.40,1.44,1.50,1.49,1.74,2.03,2.02,1.90,1.84,1.75,1.71,1.74,1.78,1.79,1.83,1.86,1.82,2.25,2.50,.56,-11.67,-5.65,-8.87,-11.34,-6.67,1.45,2.87,-.59,3.56,9.96,13.14,9.35,8.75,8.87,8.79,9.61,7.73,2.12,-.08,5.91,6.04,3.50,4.72,2.97,.04,-.02,3.00,3.06,3.51,-3.36,3.43,2.49,2.68,3.17,2.98,2.71,2.58,2.39,2.19,1.99,1.89,1.89,1.89
Kyrgyzstan,C,839.21,846.48,854.13,862.10,869.32,877.52,886.86,896.90,907.73,919.16,928.89,937.93,946.13,953.09,959.81,967.05,1000.77,1010.13,1122.53,1135.65,1178.77,1069.70,912.82,773.28,618.97,579.73,612.13,663.61,668.38,683.39,712.70,744.64,739.00,783.86,830.05,820.45,838.04,902.22,970.07,986.98,972.83,1023.16,1013.71,1113.96,1147.17,1178.86,1216.53,1260.67,1294.62,1339.55,1215.33,1278.49,1356.33,1404.33,1452.80,1494.86,1530.82,1568.82,1609.33,1652.48,1698.42,1749.07,1801.23,1854.95,.87,.90,.93,.84,.94,1.06,1.13,1.21,1.26,1.06,.97,.87,.74,.71,.75,3.49,.94,11.13,1.17,3.80,-9.25,-14.67,-15.29,-19.96,-6.34,5.59,8.41,.72,2.25,4.29,4.48,-.76,6.07,5.89,-1.16,2.14,7.66,7.52,1.74,-1.43,5.17,-.92,9.89,2.98,2.76,3.20,3.63,2.69,3.47,-9.27,5.20,6.09,3.54,3.45,2.90,2.41,2.48,2.58,2.68,2.78,2.98,2.98,2.98
Moldova,C,1698.49,1724.99,1752.29,1782.50,1814.51,1848.32,1886.17,1927.45,1973.40,2022.87,2163.55,2132.19,2365.35,2451.71,2515.21,2362.08,2527.49,2537.62,2536.66,2621.64,2570.48,2117.92,1502.10,1485.06,1027.96,1018.37,963.19,985.79,929.54,907.02,936.03,1003.96,1094.50,1180.58,1282.65,1395.03,1479.68,1542.11,1681.44,1597.77,1729.05,1848.31,1856.14,2044.65,2168.82,2183.69,2303.59,2437.00,2568.72,2685.88,2514.49,2896.45,2750.01,2824.53,2966.47,3109.37,3265.55,3427.51,3594.03,3765.00,3940.29,4123.93,4316.13,4517.29,1.56,1.58,1.72,1.80,1.86,2.05,2.19,2.38,2.51,6.95,-1.45,10.94,3.65,2.59,-6.09,7.00,.40,-.04,3.35,-1.95,-17.61,-29.08,-1.13,-30.78,-.93,-5.42,2.35,-5.71,-2.42,3.20,7.26,9.02,7.86,8.65,8.76,6.07,4.22,9.04,-4.98,8.22,6.90,.42,10.16,6.07,.69,5.49,5.79,5.41,4.56,-6.38,15.19,-5.06,2.71,5.03,4.82,5.02,4.96,4.86,4.76,4.66,4.66,4.66,4.66
